rate_line.location_code,rate_line.location,rate_line.rate,rate_line.pulse
1159144902,Bolivia - Special Services,0.2835,60
1159144910,Bolivia - Special Services,0.2835,60
1159144911,Bolivia - Special Services,0.2835,60
1159144912,Bolivia - Special Services,0.2835,60
1159144913,Bolivia - Special Services,0.2835,60
1159144914,Bolivia - Special Services,0.2835,60
1159144920,Bolivia - Special Services,0.2835,60
1159144921,Bolivia - Special Services,0.2835,60
1159144931,Bolivia - Special Services,0.2835,60
115914494,Bolivia - Special Services,0.2835,60
115914496,Bolivia - Special Services,0.2835,60
115914497,Bolivia - Special Services,0.2835,60
115914498,Bolivia - Special Services,0.2835,60
115914499,Bolivia - Special Services,0.2835,60
115914600,Bolivia - Special Services,0.2835,60
11591461,Bolivia - Special Services,0.2835,60
115914620,Bolivia - Special Services,0.2835,60
115914621,Bolivia - Special Services,0.2835,60
115914622,Bolivia - Special Services,0.2835,60
115914624,Bolivia - Special Services,0.2835,60
1159146310,Bolivia - Special Services,0.2835,60
1159146311,Bolivia - Special Services,0.2835,60
1159146312,Bolivia - Special Services,0.2835,60
1159146313,Bolivia - Special Services,0.2835,60
1159146314,Bolivia - Special Services,0.2835,60
11591464,Bolivia - Special Services,0.2835,60
115914651,Bolivia - Special Services,0.2835,60
11591466,Bolivia - Special Services,0.2835,60
115914676,Bolivia - Special Services,0.2835,60
115914690,Bolivia - Special Services,0.2835,60
115914691,Bolivia - Special Services,0.2835,60
115914692,Bolivia - Special Services,0.2835,60
1159146930,Bolivia - Special Services,0.2835,60
1159146931,Bolivia - Special Services,0.2835,60
115914694,Bolivia - Special Services,0.2835,60
1159146950,Bolivia - Special Services,0.2835,60
1159146951,Bolivia - Special Services,0.2835,60
11387,Bosnia & Herzegovina,0.1812,60
113876,Bosnia & Herzegovina - Mobile,0.5088,60
113879,Bosnia & Herzegovina - Mobile,0.5088,60
11267,Botswana,0.0979,60
112677,Botswana - Mobile,0.2985,60
1155,Brazil,0.045,60
1155311,Brazil - Bela Horizant,0.0177,60
1155312,Brazil - Bela Horizant,0.0177,60
1155313,Brazil - Bela Horizant,0.0177,60
1155314,Brazil - Bela Horizant,0.0177,60
1155315,Brazil - Bela Horizant,0.0177,60
11551152,Brazil - Mobile,0.2127,60
11551153,Brazil - Mobile,0.2127,60
11551154,Brazil - Mobile,0.2127,60
11551157,Brazil - Mobile,0.2127,60
1155116,Brazil - Mobile,0.2127,60
1155117,Brazil - Mobile,0.2127,60
1155118,Brazil - Mobile,0.2127,60
1155119,Brazil - Mobile,0.2127,60
1155126,Brazil - Mobile,0.2127,60
1155127,Brazil - Mobile,0.2127,60
1155128,Brazil - Mobile,0.2127,60
1155129,Brazil - Mobile,0.2127,60
1155136,Brazil - Mobile,0.2127,60
1155137,Brazil - Mobile,0.2127,60
1155138,Brazil - Mobile,0.2127,60
1155139,Brazil - Mobile,0.2127,60
1155146,Brazil - Mobile,0.2127,60
1155147,Brazil - Mobile,0.2127,60
1155148,Brazil - Mobile,0.2127,60
1155149,Brazil - Mobile,0.2127,60
1155156,Brazil - Mobile,0.2127,60
1155157,Brazil - Mobile,0.2127,60
1155158,Brazil - Mobile,0.2127,60
1155159,Brazil - Mobile,0.2127,60
1155166,Brazil - Mobile,0.2127,60
1155167,Brazil - Mobile,0.2127,60
1155168,Brazil - Mobile,0.2127,60
1155169,Brazil - Mobile,0.2127,60
1155176,Brazil - Mobile,0.2127,60
1155177,Brazil - Mobile,0.2127,60
1155178,Brazil - Mobile,0.2127,60
1155179,Brazil - Mobile,0.2127,60
1155186,Brazil - Mobile,0.2127,60
1155187,Brazil - Mobile,0.2127,60
1155188,Brazil - Mobile,0.2127,60
1155189,Brazil - Mobile,0.2127,60
1155196,Brazil - Mobile,0.2127,60
1155197,Brazil - Mobile,0.2127,60
1155198,Brazil - Mobile,0.2127,60
1155199,Brazil - Mobile,0.2127,60
1155216,Brazil - Mobile,0.2127,60
1155217,Brazil - Mobile,0.2127,60
1155218,Brazil - Mobile,0.2127,60
1155219,Brazil - Mobile,0.2127,60
1155226,Brazil - Mobile,0.2127,60
1155227,Brazil - Mobile,0.2127,60
1155228,Brazil - Mobile,0.2127,60
1155229,Brazil - Mobile,0.2127,60
1155237,Brazil - Mobile,0.2127,60
1155238,Brazil - Mobile,0.2127,60
1155239,Brazil - Mobile,0.2127,60
1155246,Brazil - Mobile,0.2127,60
1155247,Brazil - Mobile,0.2127,60
1155248,Brazil - Mobile,0.2127,60
1155249,Brazil - Mobile,0.2127,60
1155257,Brazil - Mobile,0.2127,60
1155258,Brazil - Mobile,0.2127,60
1155259,Brazil - Mobile,0.2127,60
1155267,Brazil - Mobile,0.2127,60
1155268,Brazil - Mobile,0.2127,60
1155269,Brazil - Mobile,0.2127,60
1155276,Brazil - Mobile,0.2127,60
1155277,Brazil - Mobile,0.2127,60
1155278,Brazil - Mobile,0.2127,60
1155279,Brazil - Mobile,0.2127,60
1155286,Brazil - Mobile,0.2127,60
1155287,Brazil - Mobile,0.2127,60
1155288,Brazil - Mobile,0.2127,60
1155289,Brazil - Mobile,0.2127,60
1155297,Brazil - Mobile,0.2127,60
1155298,Brazil - Mobile,0.2127,60
1155299,Brazil - Mobile,0.2127,60
1155307,Brazil - Mobile,0.2127,60
1155308,Brazil - Mobile,0.2127,60
1155309,Brazil - Mobile,0.2127,60
1155316,Brazil - Mobile,0.2127,60
1155317,Brazil - Mobile,0.2127,60
1155318,Brazil - Mobile,0.2127,60
1155319,Brazil - Mobile,0.2127,60
1155326,Brazil - Mobile,0.2127,60
1155327,Brazil - Mobile,0.2127,60
1155328,Brazil - Mobile,0.2127,60
1155329,Brazil - Mobile,0.2127,60
1155336,Brazil - Mobile,0.2127,60
1155337,Brazil - Mobile,0.2127,60
1155338,Brazil - Mobile,0.2127,60
1155339,Brazil - Mobile,0.2127,60
1155346,Brazil - Mobile,0.2127,60
1155347,Brazil - Mobile,0.2127,60
1155348,Brazil - Mobile,0.2127,60
1155349,Brazil - Mobile,0.2127,60
1155356,Brazil - Mobile,0.2127,60
1155357,Brazil - Mobile,0.2127,60
1155358,Brazil - Mobile,0.2127,60
1155359,Brazil - Mobile,0.2127,60
1155367,Brazil - Mobile,0.2127,60
1155368,Brazil - Mobile,0.2127,60
1155369,Brazil - Mobile,0.2127,60
1155376,Brazil - Mobile,0.2127,60
1155377,Brazil - Mobile,0.2127,60
1155378,Brazil - Mobile,0.2127,60
1155379,Brazil - Mobile,0.2127,60
1155386,Brazil - Mobile,0.2127,60
1155387,Brazil - Mobile,0.2127,60
1155388,Brazil - Mobile,0.2127,60
1155389,Brazil - Mobile,0.2127,60
1155397,Brazil - Mobile,0.2127,60
1155398,Brazil - Mobile,0.2127,60
1155399,Brazil - Mobile,0.2127,60
1155416,Brazil - Mobile,0.2127,60
1155417,Brazil - Mobile,0.2127,60
1155418,Brazil - Mobile,0.2127,60
1155419,Brazil - Mobile,0.2127,60
1155426,Brazil - Mobile,0.2127,60
1155427,Brazil - Mobile,0.2127,60
1155428,Brazil - Mobile,0.2127,60
1155429,Brazil - Mobile,0.2127,60
1155436,Brazil - Mobile,0.2127,60
1155437,Brazil - Mobile,0.2127,60
1155438,Brazil - Mobile,0.2127,60
1155439,Brazil - Mobile,0.2127,60
1155446,Brazil - Mobile,0.2127,60
1155447,Brazil - Mobile,0.2127,60
1155448,Brazil - Mobile,0.2127,60
1155449,Brazil - Mobile,0.2127,60
1155456,Brazil - Mobile,0.2127,60
1155457,Brazil - Mobile,0.2127,60
1155458,Brazil - Mobile,0.2127,60
1155459,Brazil - Mobile,0.2127,60
1155466,Brazil - Mobile,0.2127,60
1155467,Brazil - Mobile,0.2127,60
1155468,Brazil - Mobile,0.2127,60
1155469,Brazil - Mobile,0.2127,60
1155476,Brazil - Mobile,0.2127,60
1155477,Brazil - Mobile,0.2127,60
1155478,Brazil - Mobile,0.2127,60
1155479,Brazil - Mobile,0.2127,60
1155486,Brazil - Mobile,0.2127,60
1155487,Brazil - Mobile,0.2127,60
1155488,Brazil - Mobile,0.2127,60
1155489,Brazil - Mobile,0.2127,60
1155496,Brazil - Mobile,0.2127,60
1155497,Brazil - Mobile,0.2127,60
1155498,Brazil - Mobile,0.2127,60
1155499,Brazil - Mobile,0.2127,60
1155516,Brazil - Mobile,0.2127,60
1155517,Brazil - Mobile,0.2127,60
1155518,Brazil - Mobile,0.2127,60
1155519,Brazil - Mobile,0.2127,60
1155527,Brazil - Mobile,0.2127,60
1155528,Brazil - Mobile,0.2127,60
1155529,Brazil - Mobile,0.2127,60
1155536,Brazil - Mobile,0.2127,60
1155537,Brazil - Mobile,0.2127,60
1155538,Brazil - Mobile,0.2127,60
1155539,Brazil - Mobile,0.2127,60
1155546,Brazil - Mobile,0.2127,60
1155547,Brazil - Mobile,0.2127,60
1155548,Brazil - Mobile,0.2127,60
1155549,Brazil - Mobile,0.2127,60
1155556,Brazil - Mobile,0.2127,60
1155557,Brazil - Mobile,0.2127,60
1155558,Brazil - Mobile,0.2127,60
1155559,Brazil - Mobile,0.2127,60
1155567,Brazil - Mobile,0.2127,60
1155568,Brazil - Mobile,0.2127,60
1155569,Brazil - Mobile,0.2127,60
1155577,Brazil - Mobile,0.2127,60
1155578,Brazil - Mobile,0.2127,60
1155579,Brazil - Mobile,0.2127,60
1155587,Brazil - Mobile,0.2127,60
1155588,Brazil - Mobile,0.2127,60
1155589,Brazil - Mobile,0.2127,60
1155597,Brazil - Mobile,0.2127,60
1155598,Brazil - Mobile,0.2127,60
1155599,Brazil - Mobile,0.2127,60
1155616,Brazil - Mobile,0.2127,60
1155617,Brazil - Mobile,0.2127,60
1155618,Brazil - Mobile,0.2127,60
1155619,Brazil - Mobile,0.2127,60
1155626,Brazil - Mobile,0.2127,60
1155627,Brazil - Mobile,0.2127,60
1155628,Brazil - Mobile,0.2127,60
1155629,Brazil - Mobile,0.2127,60
1155636,Brazil - Mobile,0.2127,60
1155637,Brazil - Mobile,0.2127,60
1155638,Brazil - Mobile,0.2127,60
1155639,Brazil - Mobile,0.2127,60
1155646,Brazil - Mobile,0.2127,60
